,product-ratingsContainer,product-ratingsCount,product-base href,product-brand,product-product,product-sizeInventoryPresent,product-discountedPrice,product-strike,product-discountPercentage,product-category
1978,3.4,76,https://www.myntra.com/trousers/dennison/dennison-men-green-smart-tapered-fit-solid-smart-casual-trousers/11235338/buy,DENNISON,Men Tapered Fit Trousers,30,Rs. 649,Rs. 2599,(75% OFF),bottomwear
1979,0.0,0,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-shorts/22792526/buy,HRX by Hrithik Roshan,Men Typography Shorts,32,Rs. 494,Rs. 899,(45% OFF),bottomwear
1980,4.5,6,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green--orange-pure-cotton-typography-printed-shorts/18185088/buy,HRX by Hrithik Roshan,Men Cotton Typography Shorts,28,Rs. 503,Rs. 1199,(58% OFF),bottomwear
1981,0.0,0,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-typography-regular-fit-joggers/22465866/buy,HRX by Hrithik Roshan,Men Regular Fit Joggers,S,Rs. 599,Rs. 999,(40% OFF),bottomwear
1982,4.3,11,https://www.myntra.com/shorts/manq-casual/manq-casual-men-pink-slim-fit-mid-rise-cotton-training-shorts/14806734/buy,ManQ CASUAL,Men Slim Fit Training Shorts,30,Rs. 475,Rs. 1399,(66% OFF),bottomwear
1983,0.0,0,https://www.myntra.com/trousers/jainish/jainish-men-white-smart-slim-fit-easy-wash-cotton-formal-trousers/17438430/buy,JAINISH,Men Slim Fit Cotton Trousers,34,Rs. 659,Rs. 1999,(67% OFF),bottomwear
1984,4.0,218,https://www.myntra.com/shorts/arise/arise-men-off-white-solid-regular-fit-regular-shorts/9194165/buy,ARISE,Men Regular Fit Regular Shorts,32,Rs. 489,Rs. 999,(51% OFF),bottomwear
1985,3.9,61,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-yoga-men-myrobolan-organic-cotton-solid-track-pants/17859396/buy,HRX by Hrithik Roshan,Men Yoga Track Pants,L,Rs. 539,Rs. 1799,(70% OFF),bottomwear
1986,4.3,7,https://www.myntra.com/trousers/ketch/ketch-men-blue-camouflage-printed-joggers-trousers/17655284/buy,KETCH,Men Camouflage Joggers Trousers,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
1987,4.2,34,https://www.myntra.com/shorts/highlander/highlander-men-pack-of-2-checked-regular-fit-chino-shorts/21546396/buy,HIGHLANDER,Men Pack Of 2 Chino Shorts,30,Rs. 471,Rs. 1149,(59% OFF),bottomwear
1990,3.8,5,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-low-distress-light-fade-stretchable-jeans/17729332/buy,The Indian Garage Co,Men Slim Fit Jeans,30,Rs. 659,Rs. 1999,(67% OFF),bottomwear
1991,0.0,0,https://www.myntra.com/track-pants/dpassion/dpassion-men-side-stripe-detail-track-pants/22394694/buy,Dpassion,Men Side Striped Track Pants,M,Rs. 539,Rs. 999,(46% OFF),bottomwear
1992,0.0,0,https://www.myntra.com/track-pants/rigo/rigo-men-black-solid-cotton-joggers/19688060/buy,Rigo,Men Solid Cotton Joggers,L,Rs. 584,Rs. 1299,(55% OFF),bottomwear
1993,0.0,0,https://www.myntra.com/track-pants/madsto/madsto-men-slim-fit-cotton-joggers/21913844/buy,MADSTO,Men Slim-Fit Cotton Joggers,M,Rs. 574,Rs. 2499,(77% OFF),bottomwear
1994,3.9,38,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-black-slim-fit-applique-stretchable-jeans/17867938/buy,The Indian Garage Co,Men Slim Fit Jeans,32,Rs. 659,Rs. 1999,(67% OFF),bottomwear
1995,4.4,229,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-anthra-melange-bio-wash-shorts/14705136/buy,HRX by Hrithik Roshan,Men Lifestyle Bio-Wash Shorts,28,Rs. 499,Rs. 999,(50% OFF),bottomwear
1996,0.0,0,https://www.myntra.com/track-pants/madsto/madsto-men-slim-fit-pure-cotton-joggers/21913840/buy,MADSTO,Men Slim-Fit Pure Cotton Joggers,M,Rs. 574,Rs. 2499,(77% OFF),bottomwear
1997,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-charcoal-straight-fit-light-fade-stretchable-jeans/19029328/buy,KETCH,Men Straight Fit Jeans,32,Rs. 649,Rs. 1749,(Rs. 1100 OFF),bottomwear
1998,0.0,0,https://www.myntra.com/shorts/tripr/tripr-men-pack-of-2-mid-rise-colourblocked-cotton-shorts/22610986/buy,TRIPR,Men Pack Of 2 Cotton Shorts,28,Rs. 499,Rs. 1999,(75% OFF),bottomwear
1999,4.0,16,https://www.myntra.com/shorts/highlander/highlander-men--pack-of-2-checked-shorts/21471834/buy,HIGHLANDER,Men Pack Of 2 Checked Shorts,30,Rs. 471,Rs. 1149,(59% OFF),bottomwear
2000,2.8,13,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-mid-rise-clean-look-jeans/12182204/buy,The Indian Garage Co,Men Slim Fit Jeans,32,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2001,4.4,29,https://www.myntra.com/trousers/the-indian-garage-co/the-indian-garage-co-men-grey-slim-fit-chinos-trousers/15125580/buy,The Indian Garage Co,Men Slim Fit Chinos Trousers,28,Rs. 626,Rs. 1899,(67% OFF),bottomwear
2002,0.0,0,https://www.myntra.com/trousers/dennis-lingo/dennis-lingo-men-classic-slim-fit-wrinkle-free-formal-trousers/22086468/buy,Dennis Lingo,Men Slim Fit Formal Trousers,32,Rs. 599,Rs. 2649,(Rs. 2050 OFF),bottomwear
2003,0.0,0,https://www.myntra.com/trousers/jainish/jainish-men-navy-blue-smart-slim-fit-easy-wash-chinos-trousers/17413290/buy,JAINISH,Men Slim Fit Chinos Trousers,30,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2005,0.0,0,https://www.myntra.com/trousers/jainish/jainish-men-checked-relaxed-tapered-fit-pure-cotton-easy-wash-trousers/21994294/buy,JAINISH,Tapered Fit Cotton Trousers,32,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2006,0.0,0,https://www.myntra.com/trousers/v-mart/v-mart-men-mid-rise-cottontrousers/22150222/buy,V-Mart,Men MId-Rise Cotton Trousers,28,Rs. 629,Rs. 699,(10% OFF),bottomwear
2007,4.0,7,https://www.myntra.com/jeans/hubberholme/hubberholme-men-black-comfort-slim-fit-heavy-fade-stretchable-jeans/19138598/buy,Hubberholme,Men Slim Fit Jeans,34,Rs. 662,Rs. 1699,(61% OFF),bottomwear
2008,4.0,10,https://www.myntra.com/trousers/jainish/jainish-men-relaxed-tapered-fit-easy-wash-trousers/22170742/buy,JAINISH,Men Tapered Fit Trousers,30,Rs. 647,Rs. 1799,(64% OFF),bottomwear
2009,0.0,0,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-mildly-distressed-heavy-fade-cuffed-hem-jeans/17317934/buy,The Indian Garage Co,Men Slim Fit Jeans,30,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2010,0.0,0,https://www.myntra.com/shorts/highlander/highlander-men-burgundy-mid-rise-shorts/17434948/buy,HIGHLANDER,Men High-Rise Shorts,32,Rs. 517,Rs. 1149,(55% OFF),bottomwear
2011,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-grey-tapered-fit-clean-look-light-fade-stretchable-jeans/18953882/buy,KETCH,Men Tapered Fit Jeans,32,Rs. 649,Rs. 1849,(Rs. 1200 OFF),bottomwear
2012,0.0,0,https://www.myntra.com/shorts/blive/blive-men-pack-of-2-typography-printed-mid-rise-shorts/22615970/buy,BLIVE,Pack Of 2 Printed Shorts,28,Rs. 499,Rs. 1999,(75% OFF),bottomwear
2013,3.1,11,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-light-fade-stretchable-jeans/17317964/buy,The Indian Garage Co,Men Slim Fit Jeans,28,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2014,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-blue-slim-fit-heavy-fade-stretchable-jeans/19029338/buy,KETCH,Men Slim Fit Jeans,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2015,3.4,153,https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-men-skinny-fit-low-distress-stretchable-jeans/14638186/buy,Roadster,Men Skinny Fit Jeans,34,Rs. 664,Rs. 1899,(65% OFF),bottomwear
2016,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-blue-slim-fit-low-distress-stretchable-jeans/15765294/buy,KETCH,Men Slim Fit Jeans,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2017,4.0,26,https://www.myntra.com/jeans/people/people-men-blue-slim-fit-mid-rise-mildly-distressed-jeans/13328906/buy,People,Men Slim Fit Jeans,32,Rs. 649,Rs. 1299,(50% OFF),bottomwear
2018,0.0,0,https://www.myntra.com/trousers/encore-by-invictus/encore-by-invictus-men-checked-casual-trousers/18515480/buy,encore by INVICTUS,Men Checked Casual Trousers,30,Rs. 664,Rs. 1898,(65% OFF),bottomwear
2019,4.3,31,https://www.myntra.com/shorts/mast--harbour/mast--harbour-men-grey-melange-conversational-printed-shorts/17580054/buy,Mast & Harbour,Men Conversational Shorts,28,Rs. 524,Rs. 1499,(65% OFF),bottomwear
2020,4.5,8,https://www.myntra.com/shorts/highlander/highlander-men-pack-of-2-checked-shorts/21339128/buy,HIGHLANDER,Men Pack of 2 Checked Shorts,34,Rs. 471,Rs. 1149,(59% OFF),bottomwear
2021,4.1,27,https://www.myntra.com/track-pants/arise/arise-men-charcoal-grey-solid-track-pants/13846228/buy,ARISE,Men Solid Track Pants,L,Rs. 524,Rs. 1499,(65% OFF),bottomwear
2023,3.4,5,https://www.myntra.com/track-pants/fflirtygo/-fflirtygo-men-navy-blue-solid-pure-cotton-track-pants/18488536/buy,FFLIRTYGO,Men Solid Pure Cotton Track Pants,XS,Rs. 541,Rs. 1425,(62% OFF),bottomwear
2024,4.2,14,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-yoga-men-myrrobolan-mel-cotton-typography-track-pants/17209742/buy,HRX by Hrithik Roshan,Men Yoga Track Pants,S,Rs. 599,Rs. 1999,(70% OFF),bottomwear
2025,0.0,0,https://www.myntra.com/jeans/people/people-men-blue-slim-fit-jeans/16442624/buy,People,Men Slim Fit Jeans,34,Rs. 659,Rs. 1199,(45% OFF),bottomwear
2026,3.9,58,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-wet-weather-bio-wash-brand-carrier-track-pants/17784204/buy,HRX by Hrithik Roshan,Men Lifestyle Track Pants,L,Rs. 524,Rs. 1499,(65% OFF),bottomwear
2027,4.5,16,https://www.myntra.com/track-pants/people/people-men-charcoal-grey-solid-joggers/18475282/buy,People,Men Solid Joggers,S,Rs. 576,Rs. 1049,(45% OFF),bottomwear
2028,4.5,11,https://www.myntra.com/track-pants/invincible/invincible-men-grey-scrub-bottoms/13185636/buy,Invincible,Men Scrub Bottoms,S,Rs. 539,Rs. 1349,(60% OFF),bottomwear
2029,0.0,0,https://www.myntra.com/trousers/jainish/jainish-men-sage-green-smart-slim-fit-easy-wash-trousers/17438432/buy,JAINISH,Men Slim Fit Trousers,30,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2030,0.0,0,https://www.myntra.com/shorts/neva/neva-men-black-solid-cotton-sports-shorts/17858904/buy,NEVA,Men Cotton Sports Shorts,32,Rs. 476,Rs. 529,(10% OFF),bottomwear
2031,3.5,74,https://www.myntra.com/trousers/ketch/ketch-men-khaki-slim-fit-easy-wash-cotton-chinos-trousers/15769410/buy,KETCH,Men Slim Fit Chinos Trousers,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2032,0.0,0,https://www.myntra.com/jeans/united-denim/united-denim-men-slim-fit-heavy-fade-shrink-proof-stretchable-jeans/22603552/buy,UNITED DENIM,Men Slim Fit Jeans,30,Rs. 599,Rs. 1499,(60% OFF),bottomwear
2033,3.7,16,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-navy-blue-slim-fit-mildly-distressed-light-fade-stretchable-jeans/17317914/buy,The Indian Garage Co,Men Slim Fit Jeans,28,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2034,0.0,0,https://www.myntra.com/shorts/neva/neva-men-regular-fit-mid-rise-training-or-gym-sports-shorts/21967906/buy,NEVA,Men Mid-Rise Sports Shorts,34,Rs. 476,Rs. 529,(10% OFF),bottomwear
2035,0.0,0,https://www.myntra.com/shorts/ajile-by-pantaloons/ajile-by-pantaloons-men-olive-green-slim-fit-shorts/16730404/buy,Ajile by Pantaloons,Men Slim Fit Shorts,30,Rs. 474,Rs. 499,(5% OFF),bottomwear
2036,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-blue-tapered-fit-light-fade-stretchable-jeans/19292210/buy,KETCH,Men Blue Tapered Fit Jeans,30,Rs. 649,Rs. 1799,(Rs. 1150 OFF),bottomwear
2037,0.0,0,https://www.myntra.com/shorts/v-mart/v-mart-men-black-solid-cotton-shorts/19096096/buy,V-Mart,Men Black Solid Cotton Shorts,28,Rs. 455,Rs. 650,(30% OFF),bottomwear
2038,3.9,451,https://www.myntra.com/track-pants/locomotive/locomotive-men-navy-blue-solid-side-striped-track-pants/14220790/buy,LOCOMOTIVE,Men Solid Side Striped Track Pants,XL,Rs. 527,Rs. 1199,(56% OFF),bottomwear
2039,2.0,5,https://www.myntra.com/track-pants/shiv-naresh/shiv-naresh-men-colourblocked-rapid-dry-smart-fit-training-or-gym-sports-joggers/22358560/buy,Shiv Naresh,Men Rapid-Dry Sports Joggers,S,Rs. 599,Rs. 999,(40% OFF),bottomwear
2040,0.0,0,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-regular-fit-solid-joggers/22465872/buy,HRX by Hrithik Roshan,Men Regular Fit Solid Joggers,S,Rs. 599,Rs. 999,(40% OFF),bottomwear
2041,3.7,260,https://www.myntra.com/jeans/highlander/highlander-men-navy-blue-tapered-fit-heavy-fade-jeans/14646004/buy,HIGHLANDER,Men Tapered Fit Jeans,30,Rs. 659,Rs. 1499,(56% OFF),bottomwear
2042,3.6,7,https://www.myntra.com/track-pants/max/max-men-navy-blue-solid-track-pant/17891946/buy,max,Men Solid Track Pant,S,Rs. 598,Rs. 599,(Rs. 1 OFF),bottomwear
2043,4.6,21,https://www.myntra.com/shorts/fitinc/fitinc-men-grey-slim-fit-running-sports-shorts/18355614/buy,FITINC,Men Slim Fit Running Sports Shorts,30,Rs. 489,Rs. 999,(51% OFF),bottomwear
2044,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-charcoal-tapered-fit-low-distress-light-fade-stretchable-jeans/19082114/buy,KETCH,Men Tapered Fit Jeans,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2045,3.8,1.2k,https://www.myntra.com/trousers/highlander/highlander-men-grey-slim-fit-trousers/8106703/buy,HIGHLANDER,Men Slim Fit Trousers,30,Rs. 649,Rs. 1499,(Rs. 850 OFF),bottomwear
2046,0.0,0,https://www.myntra.com/track-pants/french-flexious/french-flexious-men-mid-rise-track-pants/22039362/buy,FRENCH FLEXIOUS,Men Mid-Rise Track Pants,S,Rs. 534,Rs. 1619,(67% OFF),bottomwear
2047,0.0,0,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-charcoal-typography-shorts/22792536/buy,HRX by Hrithik Roshan,Men Typography Shorts,28,Rs. 494,Rs. 899,(45% OFF),bottomwear
2048,0.0,0,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-typography-shorts/22002114/buy,HRX by Hrithik Roshan,Men Typography Shorts,30,Rs. 499,Rs. 999,(50% OFF),bottomwear
2049,4.4,7,https://www.myntra.com/shorts/max/max-men-black-solid-sports-shorts/20934226/buy,max,Men Solid Sports Shorts,30,Rs. 498,Rs. 499,(Rs. 1 OFF),bottomwear
2050,3.7,9,https://www.myntra.com/jeans/high-star/high-star-men-blue-slim-fit-heavy-fade-stretchable-jeans/19480474/buy,High Star,Men Slim Fit Jeans,28,Rs. 629,Rs. 2349,(Rs. 1720 OFF),bottomwear
2051,0.0,0,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-typography-printed-shorts/22002120/buy,HRX by Hrithik Roshan,Men Typography Shorts,28,Rs. 499,Rs. 999,(50% OFF),bottomwear
2052,3.9,72,https://www.myntra.com/trousers/ketch/ketch-men-blue-slim-fit-easy-wash-trousers/15769416/buy,KETCH,Men Slim Fit Trousers,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2053,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-charcoal-straight-fit-stretchable-jeans/18953880/buy,KETCH,Men Straight Fit Jeans,30,Rs. 649,Rs. 1749,(Rs. 1100 OFF),bottomwear
2054,4.1,16,https://www.myntra.com/shorts/highlander/highlander-men-navy-blue-solid-shorts/17504742/buy,HIGHLANDER,Men Solid Shorts,32,Rs. 494,Rs. 1149,(57% OFF),bottomwear
2055,4.2,12,https://www.myntra.com/jeans/high-star/high-star-men-jogger-heavy-fade-stretchable-jeans/21018774/buy,High Star,Men Jogger Stretchable Jeans,28,Rs. 645,Rs. 2199,(Rs. 1554 OFF),bottomwear
2056,3.9,144,https://www.myntra.com/shorts/arise/arise-men-charcoal-grey-solid-regular-fit-regular-shorts/13846226/buy,ARISE,Men Regular Fit Regular Shorts,30,Rs. 489,Rs. 999,(51% OFF),bottomwear
2057,4.2,5,https://www.myntra.com/trousers/jainish/jainish-men-smart-tapered-fit-easy-wash-cotton-formal-trousers/21044374/buy,JAINISH,Men Tapered Fit Trousers,32,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2058,0.0,0,https://www.myntra.com/trousers/jainish/jainish-men-blue-smart-slim-fit-formal-trousers/18082176/buy,JAINISH,Men Slim Fit Trousers,30,Rs. 649,Rs. 2499,(74% OFF),bottomwear
2059,3.6,970,https://www.myntra.com/jeans/highlander/highlander-men-blue-tapered-fit-mid-rise-clean-look-jeans/13188746/buy,HIGHLANDER,Men Tapered Fit Jeans,32,Rs. 599,Rs. 1149,(Rs. 550 OFF),bottomwear
2060,0.0,0,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-regular-fit-solid-joggers/22465854/buy,HRX by Hrithik Roshan,Men Regular Fit Solid Joggers,S,Rs. 599,Rs. 999,(40% OFF),bottomwear
2061,3.3,16,https://www.myntra.com/trousers/jainish/jainish-men-beige-tapered-fit-chinos-trousers/14446990/buy,JAINISH,Men Tapered Fit Chinos Trousers,30,Rs. 665,Rs. 1799,(63% OFF),bottomwear
2062,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-blue-slim-fit-light-fade-stretchable-jeans/18953838/buy,KETCH,Men Slim Fit Jeans,30,Rs. 649,Rs. 1749,(Rs. 1100 OFF),bottomwear
2063,0.0,0,https://www.myntra.com/trousers/jainish/jainish-men-green-smart-slim-fit-easy-wash-chinos-trousers/17430290/buy,JAINISH,Men Slim Fit Chinos Trousers,30,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2064,0.0,0,https://www.myntra.com/trousers/impackt/impackt-men-cotton-skinny-fit-trousers/21658606/buy,IMPACKT,Men Skinny Fit Trousers,28,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2065,0.0,0,https://www.myntra.com/trousers/v-mart/v-mart-men-olive-green-joggers-trousers/22150230/buy,V-Mart,Men Joggers Trousers,30,Rs. 629,Rs. 699,(10% OFF),bottomwear
2066,3.4,34,https://www.myntra.com/jeans/hubberholme/hubberholme-men-charcoal-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/12834614/buy,Hubberholme,Men Slim Fit Stretchable Jeans,30,Rs. 662,Rs. 1699,(61% OFF),bottomwear
2067,0.0,0,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-low-distress-light-fade-stretchable-jeans/17371316/buy,The Indian Garage Co,Men Slim Fit Jeans,30,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2068,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-grey-slim-fit-clean-look-stretchable-jeans/18873124/buy,KETCH,Men Slim Fit Jeans,30,Rs. 650,Rs. 1649,(Rs. 999 OFF),bottomwear
2069,0.0,0,https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-joggers/22465858/buy,HRX by Hrithik Roshan,Men Solid Joggers,S,Rs. 599,Rs. 999,(40% OFF),bottomwear
2070,0.0,0,https://www.myntra.com/jeans/the-indian-garage-co/the-indian-garage-co-men-blue-slim-fit-low-distress-light-fade-stretchable-jeans/17867940/buy,The Indian Garage Co,Men Slim Fit Jeans,36,Rs. 659,Rs. 1999,(67% OFF),bottomwear
2071,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-blue-skinny-fit-clean-look-stretchable-jeans/18873108/buy,KETCH,Men Skinny Fit Jeans,30,Rs. 599,Rs. 1649,(Rs. 1050 OFF),bottomwear
2072,3.0,91,https://www.myntra.com/jeans/ketch/ketch-men-blue-slim-fit-low-distress-heavy-fade-stretchable-jeans/15765220/buy,KETCH,Men Slim Fit Jeans,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2073,4.1,15,https://www.myntra.com/track-pants/invictus-indoor/invictus-indoor-men-charcoal-grey-regular-fit-solid-track-pants/16234430/buy,Invictus Indoor,Men Solid Track Pants,S,Rs. 594,Rs. 1698,(65% OFF),bottomwear
2074,0.0,0,https://www.myntra.com/jeans/v-mart/v-mart-men-slim-fit-light-fade-stretchable-jeans/22809360/buy,V-Mart,Men Slim Fit Jeans,30,Rs. 674,Rs. 899,(25% OFF),bottomwear
2075,0.0,0,https://www.myntra.com/trousers/v-mart/v-mart-men-black-chinos-trousers/22150152/buy,V-Mart,Men Chinos Trousers,32,Rs. 629,Rs. 699,(10% OFF),bottomwear
2076,0.0,0,https://www.myntra.com/jeans/united-denim/united-denim-men-mid-rise-slim-fit-slash-knee-stretchable-jeans/22599288/buy,UNITED DENIM,Men Mid Rise Slim Fit Jeans,28,Rs. 599,Rs. 1499,(60% OFF),bottomwear
2078,0.0,0,https://www.myntra.com/jeans/ketch/ketch-men-blue-slim-fit-heavy-fade-stretchable-jeans/15765264/buy,KETCH,Men Slim Fit Jeans,34,Rs. 598,Rs. 1749,(Rs. 1151 OFF),bottomwear
2079,3.4,73,https://www.myntra.com/trousers/ketch/ketch-men-navy-blue-slim-fit-easy-wash-cotton-chinos/15791978/buy,KETCH,Men Slim Fit Cotton Chinos,30,Rs. 629,Rs. 1749,(64% OFF),bottomwear
2080,3.8,253,https://www.myntra.com/jeans/highlander/highlander-men-grey-slim-fit-stretchable-jeans/15753756/buy,HIGHLANDER,Men Slim Fit Jeans,30,Rs. 649,Rs. 1399,(Rs. 750 OFF),bottomwear
2081,0.0,0,https://www.myntra.com/track-pants/ardeur/ardeur-men-typography-regular-fit-joggers/22470656/buy,ARDEUR,Men Regular Fit Joggers,L,Rs. 599,Rs. 1999,(70% OFF),bottomwear
2082,4.0,18,https://www.myntra.com/shorts/highlander/highlander-men-pack-of-2-checked-regular-fit-shorts/21546392/buy,HIGHLANDER,Men Pack Of 2 Checked Shorts,32,Rs. 471,Rs. 1149,(59% OFF),bottomwear
2083,4.5,28,https://www.myntra.com/track-pants/people/-people-men-grey-melange-solid-track-pants/18475294/buy,People,Men Solid Track Pants,S,Rs. 549,Rs. 999,(45% OFF),bottomwear
2084,0.0,0,https://www.myntra.com/shorts/force-nxt/force-nxt-men-black-solid-regular-fit-mid-rise-regular-shorts/20201570/buy,Force NXT,Men Cotton Regular Shorts,32,Rs. 519,Rs. 649,(20% OFF),bottomwear
2086,4.3,35,https://www.myntra.com/shorts/manq-casual/manq-casual-men-grey-melange-self-striped-pure-cotton-slim-fit-training-or-gym-sports-shorts/14141594/buy,ManQ CASUAL,Men Self-Striped Cotton Shorts,36,Rs. 495,Rs. 1599,(69% OFF),bottomwear
2087,0.0,0,https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-typography-printed-sports-shorts/23114360/buy,HRX by Hrithik Roshan,Printed Sports Shorts,32,Rs. 519,Rs. 1299,(60% OFF),bottomwear
2088,0.0,0,https://www.myntra.com/trousers/encore-by-invictus/encore-by-invictus-men-smart-casual-trousers/18515634/buy,encore by INVICTUS,Men Smart Casual Trousers,28,Rs. 594,Rs. 1698,(65% OFF),bottomwear
2089,3.9,141,https://www.myntra.com/trousers/dennison/dennison-men-rust-red-smart-tapered-fit-solid-regular-trousers/11350546/buy,DENNISON,Men Tapered Fit Regular Trousers,32,Rs. 649,Rs. 2599,(75% OFF),bottomwear
2090,2.0,8,https://www.myntra.com/track-pants/french-flexious/french-flexious-men-regular-fit-anti-bacterial-pure-cotton-joggers/22159426/buy,FRENCH FLEXIOUS,Men Pure Cotton Joggers,3XL,Rs. 559,Rs. 1997,(72% OFF),bottomwear
